rainfall_mm,slope_degree,soil_moisture,ground_movement,temperature,risk_label
227.79,41.0,54.45,13.83,17.06,MODERATE
197.17,36.7,44.27,7.95,22.12,MODERATE
179.71,57.76,63.27,11.39,13.17,MODERATE
85.03,12.27,39.01,4.39,25.73,LOW
281.21,40.31,82.45,10.87,26.6,HIGH
176.31,36.23,56.12,9.35,15.8,MODERATE
219.07,30.75,67.55,8.74,27.34,MODERATE
272.74,34.61,72.67,11.27,20.01,HIGH
166.01,42.83,54.49,8.7,19.47,MODERATE
20.9,21.92,12.74,3.66,18.15,LOW
247.05,34.96,66.61,10.61,27.97,HIGH
66.88,28.57,54.06,7.62,13.96,LOW
95.9,47.39,36.41,9.61,14.46,MODERATE
50.15,34.59,10.26,12.51,20.45,LOW
140.34,26.76,42.61,8.48,20.65,MODERATE
134.65,50.09,36.16,8.53,27.76,MODERATE
232.53,34.92,67.43,12.35,23.45,MODERATE
231.91,30.26,58.9,7.82,23.46,MODERATE
88.61,27.5,32.8,7.31,14.28,LOW
101.4,38.4,31.39,6.39,22.62,LOW
69.92,33.42,31.96,6.19,9.55,LOW
95.99,27.18,31.1,11.79,25.42,LOW
162.64,48.02,53.64,9.76,28.06,MODERATE
118.77,25.46,56.72,9.66,19.32,MODERATE
131.61,54.91,34.72,8.98,26.25,MODERATE
111.79,33.55,45.38,9.74,21.37,MODERATE
87.01,27.08,14.52,8.92,31.39,LOW
171.94,17.43,50.96,6.68,25.37,LOW
170.29,50.72,54.3,10.65,17.77,MODERATE
103.08,44.58,31.69,8.48,31.03,MODERATE
59.41,31.36,13.77,8.33,28.96,LOW
110.57,36.43,39.02,7.21,21.53,MODERATE
106.16,35.44,50.61,9.01,26.97,MODERATE
119.48,22.85,40.11,6.08,26.88,MODERATE
143.49,34.63,51.04,7.91,21.45,LOW
86.32,26.87,43.0,6.26,24.39,LOW
206.16,45.32,80.13,12.4,25.47,HIGH
105.4,44.12,29.77,10.0,19.95,MODERATE
140.46,36.86,38.31,7.4,32.08,LOW
157.4,44.41,47.29,9.43,12.14,MODERATE
97.43,37.91,41.36,8.64,28.06,MODERATE
154.47,35.65,30.42,6.8,16.69,MODERATE
51.2,17.66,31.49,7.79,22.54,LOW
273.05,44.23,76.26,11.2,14.41,HIGH
65.02,43.12,25.03,6.51,16.09,LOW
258.75,40.44,75.33,10.3,23.48,HIGH
76.23,18.8,38.89,8.31,24.44,LOW
91.55,38.95,43.36,14.0,30.36,MODERATE
168.77,46.84,52.25,9.38,21.61,MODERATE
88.39,35.23,37.05,6.72,27.7,LOW
31.72,18.49,24.28,4.78,23.94,LOW
105.27,21.86,48.01,7.88,27.47,LOW
127.87,16.37,46.18,6.75,17.45,LOW
160.81,29.03,55.54,11.87,24.53,MODERATE
251.54,43.97,77.48,13.15,26.24,HIGH
106.27,13.14,54.05,8.69,21.02,LOW
97.54,48.45,31.77,8.56,26.29,MODERATE
99.76,11.73,49.95,5.76,26.86,MODERATE
194.62,32.05,77.59,11.23,20.89,MODERATE
60.24,53.37,24.08,8.13,28.65,MODERATE
277.44,29.85,74.3,9.44,10.18,HIGH
51.35,42.14,22.87,6.29,12.51,MODERATE
207.34,48.32,65.87,11.23,17.79,MODERATE
97.6,16.82,21.58,4.76,25.69,LOW
143.58,33.38,42.59,8.01,19.47,MODERATE
25.94,27.75,18.52,4.44,15.97,LOW
203.31,29.34,56.84,8.75,23.47,MODERATE
170.81,45.8,49.61,8.83,24.6,MODERATE
255.72,40.38,67.34,11.06,20.18,MODERATE
234.75,32.2,72.87,9.89,16.89,MODERATE
69.82,24.63,34.67,8.07,24.04,LOW
62.33,20.21,42.34,7.67,28.77,MODERATE
189.23,40.49,62.87,11.01,16.71,MODERATE
164.42,40.93,42.39,9.29,33.49,MODERATE
209.79,51.44,59.79,11.16,20.6,MODERATE
39.19,27.91,21.41,4.6,20.18,LOW
60.16,31.99,30.28,7.22,24.81,LOW
152.21,27.11,57.23,8.23,24.62,MODERATE
138.83,37.9,47.03,8.5,10.6,MODERATE
194.34,45.29,59.26,9.98,23.35,MODERATE
99.3,34.59,36.93,10.38,27.47,LOW
265.96,8.34,80.0,7.66,30.17,MODERATE
126.56,25.24,38.29,6.16,23.31,LOW
235.59,54.03,55.17,14.76,21.86,HIGH
149.37,34.38,53.02,10.17,28.35,MODERATE
194.33,15.78,60.75,6.46,34.75,MODERATE
123.73,24.9,52.81,10.26,24.56,MODERATE
229.29,50.16,46.02,9.08,22.91,MODERATE
36.19,52.75,22.16,8.88,31.54,MODERATE
149.15,50.87,48.67,10.19,17.22,MODERATE
61.41,23.31,16.42,4.8,24.38,LOW
230.56,41.79,65.03,11.28,38.0,MODERATE
119.52,42.59,50.79,8.67,26.72,MODERATE
181.36,40.51,71.59,10.04,28.6,MODERATE
173.24,30.95,60.97,9.56,22.03,MODERATE
276.38,21.43,73.21,8.51,27.52,MODERATE
104.57,24.62,48.1,11.78,31.3,LOW
66.63,35.46,36.95,7.4,14.91,LOW
99.78,47.58,33.08,7.58,23.42,MODERATE
223.88,49.92,59.6,11.5,26.1,HIGH
83.92,13.09,32.11,4.43,23.66,LOW
36.18,29.89,14.55,4.39,21.08,LOW
196.16,29.84,55.67,8.26,32.37,MODERATE
93.68,31.59,39.5,11.31,25.22,MODERATE
137.82,17.61,53.63,6.85,19.79,MODERATE
125.97,7.6,39.68,4.57,29.91,LOW
280.39,25.0,87.79,10.41,32.34,HIGH
80.08,37.15,37.82,6.76,30.84,LOW
68.12,33.18,35.55,6.38,21.51,LOW
205.43,38.43,52.84,10.91,21.77,MODERATE
17.97,29.49,33.41,11.35,17.76,LOW
262.31,48.11,77.13,11.24,25.52,HIGH
27.87,45.99,18.47,7.23,30.59,LOW
152.51,48.41,44.48,13.49,27.39,MODERATE
141.51,33.0,43.65,7.05,34.51,MODERATE
239.17,59.93,59.47,11.06,12.36,HIGH
300.0,25.28,88.91,13.56,24.84,HIGH
66.69,25.73,22.34,6.19,28.99,LOW
60.74,44.86,30.68,7.19,20.35,LOW
77.81,34.39,28.52,6.47,17.21,MODERATE
130.77,15.32,49.14,5.55,16.76,MODERATE
256.36,35.26,77.85,10.6,24.63,HIGH
27.88,36.31,15.98,7.17,16.61,LOW
112.32,23.87,39.44,6.75,32.84,LOW
80.04,28.1,21.06,6.06,27.09,LOW
74.22,42.68,44.93,8.46,22.8,MODERATE
125.11,21.42,51.07,6.49,23.52,LOW
143.76,47.21,35.46,7.58,30.49,MODERATE
115.14,21.63,33.39,7.42,32.05,MODERATE
106.07,20.23,37.26,6.52,18.4,LOW
78.96,31.97,32.68,6.2,19.6,LOW
120.67,37.56,36.06,7.45,21.86,LOW
185.31,34.58,46.61,9.61,20.25,MODERATE
77.14,25.74,35.13,6.54,13.17,LOW
84.32,31.18,47.47,7.45,19.11,MODERATE
67.38,55.03,30.26,8.39,19.78,MODERATE
177.06,48.15,51.62,9.31,16.8,MODERATE
152.52,25.98,45.38,8.83,26.64,MODERATE
141.69,50.08,37.4,9.31,23.25,MODERATE
80.61,18.78,27.36,5.92,27.7,LOW
10.91,15.83,26.49,6.65,18.09,LOW
115.33,41.3,23.81,12.53,27.8,MODERATE
183.08,39.42,55.84,8.84,24.87,MODERATE
118.36,26.44,41.26,6.24,20.71,LOW
158.83,41.63,50.89,9.16,33.63,MODERATE
96.3,49.82,42.01,8.4,24.68,LOW
117.19,41.38,41.27,9.79,20.84,MODERATE
135.39,55.2,41.15,12.04,25.69,MODERATE
290.58,37.39,73.67,11.37,18.32,HIGH
126.8,37.24,53.28,8.45,22.94,MODERATE
94.07,45.14,44.02,8.23,36.17,LOW
27.66,28.6,44.11,7.11,13.38,LOW
103.33,33.39,35.48,8.87,20.83,LOW
73.27,37.6,26.01,6.48,23.11,LOW
111.72,5.58,43.2,4.07,21.8,LOW
140.56,19.27,49.35,6.36,21.0,MODERATE
256.86,54.82,76.6,18.51,34.16,HIGH
61.84,48.42,35.38,9.37,20.67,MODERATE
81.88,42.91,38.03,10.8,26.38,MODERATE
238.06,46.29,75.97,12.94,20.32,HIGH
165.7,34.04,61.12,9.46,26.4,MODERATE
181.87,50.73,64.82,10.5,29.61,MODERATE
140.18,14.43,27.75,4.31,23.55,LOW
52.76,35.63,28.47,7.15,20.57,LOW
131.19,41.59,36.48,10.15,23.26,MODERATE
91.75,48.26,43.63,8.79,27.21,MODERATE
228.84,40.3,47.09,7.99,29.2,MODERATE
92.03,23.68,47.0,7.36,25.54,LOW
82.24,35.57,26.17,5.94,23.52,LOW
267.64,39.95,65.13,10.62,31.67,HIGH
139.74,46.48,48.59,8.99,20.24,MODERATE
150.76,19.17,45.18,5.93,21.53,MODERATE
68.23,27.55,44.25,7.06,34.76,LOW
297.55,52.4,91.37,13.9,23.42,HIGH
81.96,17.31,28.95,5.23,27.95,LOW
65.37,41.77,37.72,7.62,18.68,LOW
68.46,34.71,25.7,8.85,30.01,LOW
31.24,30.16,17.44,4.59,17.1,LOW
148.53,32.91,53.39,7.62,16.65,MODERATE
200.38,25.74,70.73,9.62,29.35,MODERATE
113.02,28.35,36.33,5.94,21.83,MODERATE
267.74,34.67,70.98,10.2,22.55,MODERATE
127.09,35.7,45.37,11.75,26.58,MODERATE
135.83,46.26,37.73,9.44,22.26,MODERATE
283.87,30.84,89.97,11.72,17.71,HIGH
150.65,36.6,40.91,8.22,20.59,MODERATE
297.03,34.32,75.28,9.75,18.15,HIGH
113.72,23.55,54.16,7.54,30.97,LOW
71.23,39.51,32.39,7.17,31.23,LOW
85.1,20.36,49.27,10.57,18.96,LOW
116.32,52.12,38.84,8.74,26.61,MODERATE
184.07,23.66,75.65,9.37,22.36,MODERATE
12.95,39.06,22.77,9.9,32.76,LOW
214.04,30.43,56.07,9.86,38.0,MODERATE
179.49,39.06,48.35,12.78,28.39,MODERATE
181.52,42.18,43.28,9.09,20.92,MODERATE
291.13,46.66,68.27,10.74,17.05,HIGH
119.66,29.19,36.05,8.43,25.47,MODERATE
185.98,38.37,47.98,8.19,23.06,MODERATE
114.72,28.04,19.61,4.64,15.35,LOW
77.68,43.4,38.82,9.28,24.48,LOW
132.5,13.75,50.35,6.93,36.67,MODERATE
255.35,52.08,73.65,14.27,28.83,HIGH
156.34,34.78,40.32,11.61,17.03,MODERATE
37.9,38.14,36.51,9.65,23.89,LOW
195.09,47.97,56.49,9.41,26.24,MODERATE
151.94,36.28,41.76,8.61,26.95,MODERATE
82.2,18.91,34.94,6.99,14.18,LOW
129.38,18.53,44.87,11.46,23.3,MODERATE
50.16,27.33,10.0,4.24,25.57,LOW
263.2,35.21,72.66,9.61,22.88,MODERATE
69.82,38.42,31.33,9.22,12.43,LOW
78.29,51.49,29.19,8.06,23.09,MODERATE
127.96,36.6,32.58,7.63,28.7,MODERATE
204.98,24.22,49.76,7.14,20.57,MODERATE
46.01,58.04,29.24,8.91,21.18,MODERATE
279.49,31.11,82.58,11.7,32.39,HIGH
98.07,7.18,32.99,4.03,22.8,LOW
141.69,12.59,49.23,6.97,24.67,LOW
183.47,36.45,51.7,7.8,12.81,MODERATE
88.23,44.55,27.58,7.25,17.68,LOW
156.47,35.2,51.14,8.19,37.14,MODERATE
162.19,40.22,41.49,9.41,33.93,MODERATE
165.7,32.46,66.6,9.14,26.84,MODERATE
180.43,36.11,43.19,8.57,10.28,MODERATE
81.58,28.07,35.22,7.37,16.01,LOW
108.69,31.84,40.11,8.0,15.85,LOW
147.49,29.84,47.94,8.21,15.76,MODERATE
145.11,5.0,58.79,6.0,21.68,LOW
232.83,31.53,44.73,7.43,28.68,MODERATE
125.96,21.28,46.01,7.06,20.21,MODERATE
118.31,25.07,38.84,5.71,22.14,LOW
115.22,30.93,45.02,9.82,22.16,MODERATE
215.65,46.11,62.88,12.26,29.42,HIGH
111.59,22.17,38.95,5.97,29.36,LOW
56.88,29.14,17.86,5.6,24.97,LOW
135.62,22.79,39.45,9.47,31.67,MODERATE
24.9,32.13,45.53,7.33,21.7,LOW
111.22,42.41,44.21,9.81,34.48,MODERATE
127.41,23.47,51.45,6.59,20.36,LOW
97.45,30.39,33.62,6.84,12.19,LOW
286.94,47.32,71.28,13.66,16.42,HIGH
63.6,53.08,35.2,9.33,15.89,LOW
210.68,47.54,46.12,9.88,19.56,MODERATE
198.04,43.25,53.36,12.17,30.77,MODERATE
125.21,31.44,39.71,8.21,21.31,MODERATE
165.32,42.85,58.93,10.78,15.87,MODERATE
30.97,41.82,25.12,7.52,15.26,LOW
119.53,30.12,37.51,7.52,23.65,MODERATE
102.85,19.09,40.58,7.6,33.15,LOW
114.96,30.81,37.87,11.92,25.33,MODERATE
169.13,32.11,60.77,10.45,29.66,MODERATE
127.27,18.59,44.89,7.29,26.41,MODERATE
291.34,25.77,92.99,10.23,14.84,HIGH
181.5,35.36,52.71,10.3,27.61,MODERATE
285.01,53.99,87.51,14.4,17.17,HIGH
174.38,43.73,54.09,10.91,21.5,MODERATE
123.56,39.81,36.61,7.3,19.66,MODERATE
118.97,33.43,61.99,11.81,23.38,MODERATE
187.09,22.32,66.64,7.72,22.51,MODERATE
192.86,37.87,59.3,8.97,21.72,MODERATE
141.27,23.77,52.21,8.19,22.34,LOW
191.27,52.91,48.42,10.84,25.61,HIGH
130.38,56.21,35.31,9.01,22.34,MODERATE
143.4,32.21,55.46,9.47,22.96,MODERATE
71.73,31.22,30.82,6.32,35.95,LOW
80.58,27.26,31.48,5.24,30.24,LOW
160.7,36.91,48.05,7.8,21.01,MODERATE
141.9,37.21,47.44,10.73,24.64,MODERATE
38.11,32.57,21.35,5.34,24.17,LOW
128.57,31.74,27.03,5.52,24.48,LOW
203.62,39.94,71.12,11.4,23.87,MODERATE
157.16,14.98,48.69,6.26,24.52,MODERATE
156.95,31.85,64.18,10.71,22.49,MODERATE
113.16,45.0,25.8,9.53,20.31,MODERATE
110.71,32.76,25.23,8.1,21.67,MODERATE
140.56,12.46,43.72,5.31,13.58,LOW
86.92,19.9,41.94,6.4,28.17,MODERATE
42.12,27.27,14.51,5.46,26.89,LOW
145.35,40.95,36.91,7.63,36.07,MODERATE
154.71,19.56,52.01,6.18,16.83,MODERATE
133.25,37.65,41.81,8.14,21.58,MODERATE
158.24,28.35,54.17,7.19,31.0,MODERATE
117.52,42.11,38.49,11.8,26.15,MODERATE
223.01,41.95,67.14,11.96,33.79,HIGH
211.58,41.45,72.48,10.26,32.86,MODERATE
87.94,52.41,24.61,7.72,9.42,MODERATE
113.46,21.87,49.44,12.24,25.54,MODERATE
46.3,28.44,11.55,4.47,25.58,LOW
72.71,39.37,35.87,9.1,23.86,LOW
138.67,29.33,56.86,8.37,21.39,MODERATE
125.36,38.78,38.39,9.94,33.37,MODERATE
154.1,23.92,54.06,8.54,23.84,MODERATE
15.82,24.11,14.58,3.61,5.18,LOW
201.54,42.65,64.02,9.91,21.34,MODERATE
172.53,25.01,34.89,6.52,36.43,MODERATE
279.82,44.65,77.86,14.6,17.3,HIGH
184.35,46.59,58.72,9.52,31.31,MODERATE
109.93,32.31,49.94,8.61,30.25,LOW
79.22,32.64,39.83,6.99,22.46,MODERATE
77.33,30.15,30.72,8.77,25.13,LOW
120.48,36.43,43.65,9.31,23.58,MODERATE
103.79,33.0,26.27,6.09,20.84,LOW
75.92,53.02,44.86,9.16,19.99,MODERATE
150.05,19.9,53.54,6.29,32.52,MODERATE
190.94,26.19,42.12,7.44,22.96,MODERATE
43.91,23.55,26.63,5.27,19.37,LOW
120.44,36.14,44.08,7.71,27.3,MODERATE
136.79,30.68,38.9,12.53,26.56,MODERATE
118.62,32.49,41.87,7.54,15.05,MODERATE
155.85,30.78,42.29,8.54,20.13,MODERATE
100.83,20.93,25.95,4.46,13.81,LOW
217.98,28.21,58.05,7.48,38.0,MODERATE
208.96,35.14,62.34,9.31,21.82,MODERATE
49.51,47.81,33.32,9.09,19.94,LOW
224.4,27.69,64.93,9.02,21.0,MODERATE
51.65,44.43,33.87,10.47,19.47,MODERATE
135.85,20.14,50.08,6.87,22.9,MODERATE
84.08,33.84,25.21,5.96,31.41,LOW
49.54,20.85,31.03,8.28,24.58,LOW
23.38,27.8,25.49,5.6,15.67,LOW
159.79,48.44,64.09,10.44,17.11,MODERATE
185.95,46.08,59.19,9.5,25.05,MODERATE
155.89,43.78,39.42,9.9,19.0,MODERATE
154.45,45.98,44.55,10.78,22.86,MODERATE
152.05,23.31,33.63,5.07,38.0,MODERATE
229.41,31.44,69.55,9.37,17.97,HIGH
98.79,24.19,49.96,8.49,15.32,LOW
105.23,28.74,19.02,8.78,19.56,LOW
139.15,19.33,59.18,7.38,13.2,MODERATE
168.88,16.8,56.13,9.25,31.72,MODERATE
117.77,35.7,32.3,6.9,17.04,MODERATE
105.02,21.91,40.16,5.7,18.16,LOW
215.36,24.46,54.02,6.77,16.0,MODERATE
100.12,36.41,40.55,7.49,13.85,MODERATE
274.75,44.98,75.95,11.29,23.67,MODERATE
205.48,34.66,62.84,12.85,19.49,HIGH
191.75,22.42,49.83,6.58,13.17,MODERATE
139.8,58.29,39.57,9.72,21.77,MODERATE
101.8,38.46,41.41,7.2,26.19,MODERATE
6.0,17.34,12.3,4.88,21.35,LOW
198.21,38.28,59.8,12.31,27.6,MODERATE
18.2,23.8,22.63,4.6,34.19,LOW
112.17,45.28,37.9,8.4,28.89,MODERATE
161.39,38.97,59.75,8.87,25.3,MODERATE
157.3,32.32,48.12,8.0,28.87,MODERATE
92.19,62.1,33.56,9.11,37.36,MODERATE
262.65,29.62,67.73,9.49,15.35,MODERATE
242.44,29.94,76.66,11.12,27.8,MODERATE
294.45,33.57,74.12,10.5,18.02,HIGH
126.82,29.58,52.94,7.62,25.45,LOW
179.29,40.65,55.75,9.18,16.07,MODERATE
34.53,15.98,44.05,6.65,28.54,LOW
268.06,24.53,68.69,9.28,25.68,HIGH
76.01,39.27,41.92,7.5,33.0,LOW
275.12,53.61,79.61,14.53,22.37,HIGH
191.73,35.46,53.07,8.76,22.18,MODERATE
113.18,26.41,44.09,6.43,22.24,MODERATE
20.57,38.07,23.33,5.87,38.0,LOW
77.18,53.6,29.32,12.76,27.8,MODERATE
137.82,26.18,48.75,7.01,32.07,MODERATE
195.72,40.0,67.37,12.98,28.35,MODERATE
61.12,13.53,32.54,4.75,29.29,LOW
144.97,35.43,43.54,7.76,15.15,MODERATE
103.8,10.78,34.03,5.61,20.64,LOW
37.28,38.08,22.5,5.62,20.27,LOW
188.38,31.54,65.34,9.0,24.35,MODERATE
108.46,27.27,32.83,5.89,23.38,LOW
78.84,54.34,35.48,11.31,14.35,MODERATE
13.63,31.62,10.0,5.09,24.26,LOW
115.05,9.62,45.07,5.25,11.93,LOW
148.88,26.6,53.77,7.43,28.66,MODERATE
293.38,39.29,95.76,12.93,24.62,HIGH
98.71,30.5,44.12,6.83,31.47,MODERATE
54.87,18.56,23.86,4.19,25.28,LOW
93.05,23.5,23.2,4.73,21.23,LOW
225.78,31.23,68.78,10.03,14.54,MODERATE
27.13,26.19,18.35,4.79,21.63,LOW
265.57,46.43,76.1,11.79,19.27,HIGH
156.11,33.76,43.58,8.44,26.23,MODERATE
268.17,31.4,72.61,13.64,21.47,HIGH
88.67,33.96,20.91,7.24,27.63,LOW
81.62,57.23,24.59,8.47,32.12,MODERATE
162.62,37.25,41.28,9.1,15.52,MODERATE
96.86,32.95,43.29,11.24,23.98,MODERATE
63.32,32.08,22.31,6.03,23.71,LOW
95.45,28.83,47.02,7.44,25.89,LOW
99.98,28.86,30.46,5.44,28.12,MODERATE
208.58,38.82,77.66,13.44,33.53,HIGH
166.27,29.29,35.99,6.23,17.34,MODERATE
54.07,35.72,30.29,6.09,14.57,LOW
86.21,41.78,34.27,8.08,25.13,MODERATE
208.98,49.88,51.28,11.9,26.7,MODERATE
176.5,27.99,49.42,7.54,28.32,MODERATE
97.54,45.95,34.37,9.64,19.43,MODERATE
143.73,51.75,48.62,11.78,14.53,MODERATE
102.03,25.34,29.96,5.84,31.31,LOW
87.28,40.68,37.6,8.42,27.07,MODERATE
110.41,44.87,40.25,8.85,21.73,MODERATE
284.46,35.72,83.82,14.48,11.12,HIGH
61.37,14.48,21.6,5.12,19.99,LOW
127.26,46.51,39.72,11.72,28.17,MODERATE
113.32,26.25,51.47,7.12,26.61,MODERATE
126.58,39.41,35.6,7.35,15.73,MODERATE
64.56,30.55,18.06,4.61,27.71,LOW
130.18,54.51,38.59,9.58,23.47,MODERATE
270.41,24.33,60.28,10.36,31.6,MODERATE
61.04,35.02,41.81,7.44,19.81,LOW
56.42,37.2,25.15,5.94,20.3,LOW
105.28,37.69,35.98,6.75,24.69,MODERATE
287.13,30.39,84.11,10.66,21.49,HIGH
107.31,5.0,32.8,3.39,18.76,LOW
28.99,33.15,19.65,5.52,35.05,LOW
133.5,54.04,38.36,11.04,32.53,MODERATE
274.63,28.71,61.38,8.51,18.24,HIGH
88.75,37.48,34.93,7.95,25.32,MODERATE
73.77,42.34,39.44,8.44,14.81,MODERATE
193.67,38.88,58.24,10.45,34.21,MODERATE
121.84,22.94,49.16,6.48,28.56,MODERATE
95.12,44.96,27.16,10.47,30.02,MODERATE
163.29,21.14,44.89,7.25,22.49,MODERATE
47.06,9.18,15.0,2.59,31.05,LOW
145.38,26.92,49.92,6.88,31.06,LOW
155.84,30.52,46.74,7.04,23.01,MODERATE
67.57,28.82,27.02,7.33,17.11,LOW
89.18,44.72,39.97,9.0,26.61,MODERATE
136.92,21.18,41.34,6.14,23.24,LOW
265.41,41.65,82.03,11.33,35.12,HIGH
96.12,24.64,38.03,8.41,24.3,MODERATE
138.27,15.15,42.49,8.03,24.64,MODERATE
182.8,51.91,42.8,9.92,28.84,MODERATE
112.57,14.73,45.07,6.19,24.02,LOW
37.82,37.66,25.58,8.36,28.17,LOW
83.79,40.54,36.08,9.02,20.77,MODERATE
282.13,51.02,79.97,12.27,17.29,HIGH
122.85,35.55,37.79,6.71,18.52,MODERATE
142.45,23.52,45.13,8.16,21.98,MODERATE
151.72,38.92,44.71,7.75,24.71,MODERATE
285.64,38.14,87.84,10.87,26.99,HIGH
163.7,18.71,48.81,8.56,26.73,MODERATE
77.89,37.35,27.18,7.2,24.06,LOW
105.04,28.18,48.66,10.04,17.58,MODERATE
85.78,33.44,43.55,7.82,28.19,MODERATE
142.23,7.8,48.18,8.55,14.99,LOW
163.21,55.0,49.87,10.14,16.99,MODERATE
94.86,41.52,32.83,8.71,24.27,MODERATE
181.61,50.42,54.6,9.95,28.78,MODERATE
189.6,18.12,49.71,5.79,27.76,MODERATE
129.02,6.11,47.25,5.11,23.4,LOW
206.68,16.95,73.69,9.6,26.67,MODERATE
173.76,20.5,57.73,6.91,17.61,MODERATE
48.55,25.52,16.86,4.96,20.63,LOW
100.48,51.16,40.75,8.73,20.72,MODERATE
142.92,36.52,48.0,7.61,18.15,LOW
42.46,48.65,27.91,8.54,21.84,LOW
121.84,8.01,35.25,8.17,22.75,LOW
165.32,20.63,51.4,6.73,21.23,MODERATE
108.77,19.07,45.99,6.89,22.46,LOW
102.23,18.72,28.93,8.79,6.83,LOW
53.7,16.03,23.22,5.04,26.31,LOW
222.66,26.2,61.68,9.23,21.57,MODERATE
255.36,48.68,79.17,11.5,21.56,HIGH
134.98,44.79,53.88,9.81,15.67,MODERATE
61.19,35.11,13.14,5.25,33.31,LOW
100.49,34.67,45.09,8.03,33.59,LOW
105.53,47.15,47.65,10.95,13.99,MODERATE
184.03,13.2,64.4,7.4,22.59,MODERATE
125.31,15.87,38.33,4.75,29.57,LOW
284.3,40.02,75.71,13.6,21.85,HIGH
105.7,32.67,25.72,6.51,20.36,LOW
92.54,48.83,18.6,10.25,19.97,MODERATE
68.68,45.97,27.22,8.05,25.88,MODERATE
64.08,29.11,29.71,5.4,38.0,LOW
88.06,40.35,35.79,8.11,28.97,MODERATE
69.17,45.96,36.79,8.83,17.35,MODERATE
14.51,32.3,42.68,7.01,20.23,LOW
192.72,42.66,54.23,9.56,22.39,MODERATE
194.98,48.99,49.45,9.78,18.84,MODERATE
173.88,41.39,57.62,10.21,17.73,MODERATE
76.04,36.56,33.51,6.79,28.5,MODERATE
175.93,59.03,49.11,11.14,20.98,MODERATE
206.29,35.11,67.67,9.34,26.23,HIGH
101.28,28.44,30.79,6.19,34.69,MODERATE
133.77,42.87,43.4,7.96,20.85,MODERATE
257.86,43.67,71.16,10.12,25.65,HIGH
252.77,36.03,63.03,9.22,17.86,HIGH
200.12,51.33,45.35,9.24,26.49,MODERATE
93.63,36.06,37.35,7.38,31.8,LOW
235.68,39.67,77.8,15.1,31.49,MODERATE
193.06,47.78,65.16,11.1,24.25,MODERATE
74.61,30.37,39.64,7.42,20.89,LOW
71.94,33.05,24.43,9.52,25.42,LOW
88.88,35.23,36.27,10.23,24.31,LOW
80.61,27.56,21.34,7.7,26.77,LOW
242.09,35.95,69.61,9.32,20.19,HIGH
219.94,35.9,74.5,11.06,21.6,MODERATE
153.1,38.73,60.04,11.15,22.69,MODERATE
103.24,38.83,53.96,10.91,28.0,MODERATE
123.99,31.5,50.19,8.46,28.8,MODERATE
146.87,56.45,51.12,9.76,21.41,MODERATE
146.24,17.62,54.17,11.55,17.09,MODERATE
114.65,40.05,45.67,8.62,26.18,MODERATE
98.89,35.29,30.3,6.7,28.39,MODERATE
92.27,43.22,23.18,6.93,23.2,MODERATE
204.09,27.55,66.96,8.94,19.72,MODERATE
57.99,37.87,44.51,7.76,21.13,MODERATE
48.65,23.07,33.09,5.55,33.84,LOW
220.47,26.11,48.39,12.82,25.33,MODERATE
147.38,37.26,43.27,7.88,30.08,MODERATE
23.94,19.57,18.69,4.57,19.18,LOW
145.82,38.61,32.23,9.27,31.26,MODERATE
180.96,50.64,43.8,9.69,29.37,MODERATE
284.91,50.68,77.38,11.85,23.39,HIGH
76.27,5.0,33.87,4.32,27.65,LOW
181.11,45.95,46.96,8.53,31.76,MODERATE
261.19,40.58,61.08,9.15,17.35,MODERATE
27.98,30.91,30.7,7.32,20.85,LOW
69.66,57.63,27.27,11.69,27.14,MODERATE
96.33,5.0,34.28,5.18,24.12,LOW
147.92,28.63,43.17,6.43,26.47,MODERATE
128.36,14.71,37.07,5.21,28.13,LOW
49.77,33.48,36.37,6.26,26.99,LOW
120.26,30.36,34.42,6.86,22.48,MODERATE
55.5,9.86,28.65,3.6,22.9,LOW
105.82,45.7,38.35,10.68,33.33,MODERATE
144.64,49.58,31.23,7.62,24.52,MODERATE
160.6,39.69,52.26,8.15,32.13,MODERATE
123.83,53.95,29.89,8.69,32.55,MODERATE
73.43,24.73,36.24,5.63,19.31,LOW
132.13,22.11,34.58,6.99,28.41,LOW
73.73,6.13,35.4,7.23,17.52,LOW
16.18,56.2,15.12,6.89,33.7,LOW
230.84,43.24,60.39,9.91,25.13,HIGH
44.68,12.41,26.51,11.99,24.84,LOW
181.26,12.85,43.1,6.71,18.81,MODERATE
210.96,7.3,60.86,10.19,20.36,MODERATE
235.74,47.01,73.12,10.82,25.36,MODERATE
58.32,36.49,36.17,6.92,24.55,LOW
114.23,22.19,36.43,5.39,21.69,LOW
249.61,33.64,67.38,9.29,29.27,MODERATE
70.23,24.67,18.52,5.88,23.99,LOW
274.44,52.83,69.37,11.1,17.94,HIGH
153.75,48.17,36.34,8.84,28.32,MODERATE
123.83,23.25,45.76,6.46,17.04,MODERATE
86.92,38.13,40.86,9.73,12.46,LOW
99.62,24.56,33.28,5.13,24.58,LOW
186.34,42.08,47.53,8.39,17.82,MODERATE
118.96,60.58,43.64,10.94,25.07,MODERATE
224.01,30.72,57.34,7.81,28.9,MODERATE
105.17,17.99,43.51,6.22,29.91,LOW
272.28,40.86,90.38,12.18,26.99,HIGH
217.31,32.11,55.73,10.54,16.04,MODERATE
178.06,29.15,48.24,8.25,19.68,MODERATE
